time,open,high,low,close,Volume,OnBalanceVolume
2023-08-25T03:00:00-05:00,1651.3,1658.96,1651.16,1654.33,6901.5411,-1720615.7254799926
2023-08-25T04:00:00-05:00,1654.33,1656.6,1652.8,1652.9,4404.3982,-1725020.1236799925
2023-08-25T05:00:00-05:00,1652.9,1655.38,1652.06,1652.4,3732.1768,-1728752.3004799925
2023-08-25T06:00:00-05:00,1652.39,1655.18,1652.39,1654.1,2286.4157,-1726465.8847799925
2023-08-25T07:00:00-05:00,1654.11,1656.55,1654.1,1654.45,3333.8381,-1723132.0466799925
2023-08-25T08:00:00-05:00,1654.46,1664.81,1654.43,1654.59,14079.8203,-1709052.2263799924
2023-08-25T09:00:00-05:00,1654.6,1677.22,1638.56,1640,56749.2774,-1765801.5037799925
2023-08-25T10:00:00-05:00,1640.01,1658.2,1636.22,1646.26,21927.9752,-1743873.5285799925
2023-08-25T11:00:00-05:00,1646.27,1651.6,1641.1,1644,10229.8162,-1754103.3447799925
2023-08-25T12:00:00-05:00,1643.99,1647.5,1635.51,1642.59,15647.4392,-1769750.7839799924
2023-08-25T13:00:00-05:00,1642.58,1655.65,1640.97,1654.11,9213.7351,-1760537.0488799924
2023-08-25T14:00:00-05:00,1654.1,1655.49,1643.99,1647.01,8561.9736,-1769099.0224799924
2023-08-25T15:00:00-05:00,1647,1651.19,1645.81,1650.19,4942.6582,-1764156.3642799924
2023-08-25T16:00:00-05:00,1650.19,1653.49,1647.42,1651.4,6945.3745,-1757210.9897799925
2023-08-25T17:00:00-05:00,1651.4,1654.15,1648.71,1653.96,5604.2571,-1751606.7326799924
2023-08-25T18:00:00-05:00,1653.96,1655,1652.7,1653.8,4544.8978,-1756151.6304799924
2023-08-25T19:00:00-05:00,1653.79,1653.93,1651.63,1652.08,2200.4796,-1758352.1100799923
2023-08-25T20:00:00-05:00,1652.07,1654.95,1651.62,1651.73,4176.7252,-1762528.8352799923
2023-08-25T21:00:00-05:00,1651.73,1655.17,1651.72,1654.37,2798.7277,-1759730.1075799924
2023-08-25T22:00:00-05:00,1654.37,1655.59,1653.28,1654.62,3208.0758,-1756522.0317799924
2023-08-25T23:00:00-05:00,1654.61,1654.77,1652.23,1652.92,2015.8823,-1758537.9140799923
2023-08-26T00:00:00-05:00,1652.93,1653.17,1651.32,1652.28,1987.4962,-1760525.4102799923
2023-08-26T01:00:00-05:00,1652.27,1653.77,1650.83,1653.69,2376.0043,-1758149.4059799924
2023-08-26T02:00:00-05:00,1653.68,1654.15,1652.81,1652.83,1938.9256,-1760088.3315799923
2023-08-26T03:00:00-05:00,1652.82,1654.01,1646.66,1650.41,13169.1133,-1773257.4448799924
2023-08-26T04:00:00-05:00,1650.41,1650.41,1647.53,1649.41,4913.8865,-1778171.3313799924
2023-08-26T05:00:00-05:00,1649.4,1650.12,1648.83,1650.11,2573.6949,-1775597.6364799924
2023-08-26T06:00:00-05:00,1650.12,1650.8,1649.71,1650.5,2137.1314,-1773460.5050799923
2023-08-26T07:00:00-05:00,1650.5,1650.5,1646.91,1649.94,4304.3907,-1777764.8957799925
2023-08-26T08:00:00-05:00,1649.94,1650.53,1649.4,1650.51,1820.4572,-1775944.4385799924
2023-08-26T09:00:00-05:00,1650.52,1652.49,1649.17,1652.22,2766.7092,-1773177.7293799925
2023-08-26T10:00:00-05:00,1652.21,1653,1650.86,1651.5,2398.55,-1775576.2793799925
2023-08-26T11:00:00-05:00,1651.51,1652,1646.91,1648.4,6843.2865,-1782419.5658799924
2023-08-26T12:00:00-05:00,1648.4,1648.41,1644,1646.41,5737.5224,-1788157.0882799923
2023-08-26T13:00:00-05:00,1646.41,1646.41,1644.4,1645.87,1680.7281,-1789837.8163799923
2023-08-26T14:00:00-05:00,1645.87,1646.4,1644.01,1646.22,2187.825,-1787649.9913799923
2023-08-26T15:00:00-05:00,1646.21,1647.9,1645.8,1647.5,1685.8672,-1785964.1241799924
2023-08-26T16:00:00-05:00,1647.5,1650.5,1647.4,1649.16,2681.1665,-1783282.9576799923
2023-08-26T17:00:00-05:00,1649.16,1650.2,1648.1,1648.55,1380.4549,-1784663.4125799923
2023-08-26T18:00:00-05:00,1648.54,1648.65,1645.26,1647.04,2192.3245,-1786855.7370799924
2023-08-26T19:00:00-05:00,1647.03,1649.26,1646.64,1647.92,2138.1652,-1784717.5718799925
2023-08-26T20:00:00-05:00,1647.91,1649.76,1646.59,1649.76,3061.3681,-1781656.2037799924
2023-08-26T21:00:00-05:00,1649.75,1650.5,1646.32,1646.35,3107.8072,-1784764.0109799923
2023-08-26T22:00:00-05:00,1646.36,1647.61,1646.35,1647.28,1470.8812,-1783293.1297799924
2023-08-26T23:00:00-05:00,1647.27,1652.09,1647.27,1652.01,4110.1594,-1779182.9703799924
2023-08-27T00:00:00-05:00,1652.01,1655.28,1651.35,1651.78,5477.9992,-1784660.9695799924
2023-08-27T01:00:00-05:00,1651.78,1652.22,1647.99,1650.02,4027.1229,-1788688.0924799924
2023-08-27T02:00:00-05:00,1650.01,1650.02,1648.45,1648.45,2167.8581,-1790855.9505799925
2023-08-27T03:00:00-05:00,1648.45,1652,1647.38,1650.97,4111.2425,-1786744.7080799926
2023-08-27T04:00:00-05:00,1650.96,1651.15,1648.24,1650.5,4931.8095,-1791676.5175799925
2023-08-27T05:00:00-05:00,1650.5,1652.69,1650.49,1651.08,2391.3212,-1789285.1963799926
2023-08-27T06:00:00-05:00,1651.08,1651.12,1648.99,1649.31,3311.119,-1792596.3153799926
2023-08-27T07:00:00-05:00,1649.31,1651.07,1648.43,1650.79,2397.0969,-1790199.2184799926
2023-08-27T08:00:00-05:00,1650.79,1652.56,1649.69,1651.54,2746.3578,-1787452.8606799925
2023-08-27T09:00:00-05:00,1651.55,1659.39,1651.54,1657.66,12157.3453,-1775295.5153799925
2023-08-27T10:00:00-05:00,1657.67,1659.85,1655,1655.44,4343.1561,-1779638.6714799926
2023-08-27T11:00:00-05:00,1655.44,1660.01,1655.07,1659.25,4506.7955,-1775131.8759799926
2023-08-27T12:00:00-05:00,1659.24,1660.24,1650.05,1651.66,5063.0541,-1780194.9300799926
2023-08-27T13:00:00-05:00,1651.65,1655.59,1650.18,1654.96,2463.1635,-1777731.7665799926
2023-08-27T14:00:00-05:00,1654.95,1658.81,1654.5,1655.89,2930.3988,-1774801.3677799925
2023-08-27T15:00:00-05:00,1655.9,1656.41,1653.38,1654.33,1989.8063,-1776791.1740799926
2023-08-27T16:00:00-05:00,1654.33,1658.4,1651.19,1653.37,2218.1359,-1779009.3099799927
2023-08-27T17:00:00-05:00,1653.37,1657.6,1652.11,1657.43,3637.0004,-1775372.3095799927
2023-08-27T18:00:00-05:00,1657.42,1659,1656.01,1658.33,3030.7555,-1772341.5540799927
2023-08-27T19:00:00-05:00,1658.33,1658.33,1649.07,1651.62,10892.1113,-1783233.6653799927
2023-08-27T20:00:00-05:00,1651.63,1652.11,1648.06,1649.03,8343.8296,-1791577.4949799927
2023-08-27T21:00:00-05:00,1649.04,1651.81,1648.5,1650.59,3300.1034,-1788277.3915799928
2023-08-27T22:00:00-05:00,1650.58,1651.4,1649.28,1649.9,3195.3963,-1791472.7878799927
2023-08-27T23:00:00-05:00,1649.89,1650.5,1648.89,1650.11,1876.2423,-1789596.5455799927
2023-08-28T00:00:00-05:00,1650.1,1651.76,1636.09,1642.88,19329.5708,-1808926.1163799928
2023-08-28T01:00:00-05:00,1642.88,1646.63,1641.5,1643,4841.5722,-1804084.5441799928
2023-08-28T02:00:00-05:00,1643.01,1643.79,1638.57,1641.47,3905.9018,-1807990.4459799929
2023-08-28T03:00:00-05:00,1641.47,1643.5,1639.53,1642.2,5259.0454,-1802731.400579993
2023-08-28T04:00:00-05:00,1642.21,1642.21,1621.75,1634.98,29923.8372,-1832655.2377799929
2023-08-28T05:00:00-05:00,1634.98,1639.38,1634.14,1638.01,4144.2421,-1828510.995679993
2023-08-28T06:00:00-05:00,1638,1640.67,1636.65,1640.31,5096.3773,-1823414.618379993
2023-08-28T07:00:00-05:00,1640.32,1664.34,1640.03,1655.4,31863.6006,-1791551.017779993
2023-08-28T08:00:00-05:00,1655.39,1656.38,1648.01,1649.15,8365.1756,-1799916.1933799929
2023-08-28T09:00:00-05:00,1649.16,1653.29,1646.85,1651,9375.7916,-1790540.4017799927
2023-08-28T10:00:00-05:00,1650.99,1655.14,1642.86,1648.91,12354.7222,-1802895.1239799927
2023-08-28T11:00:00-05:00,1648.92,1652.49,1647.61,1651.01,10082.9669,-1792812.1570799928
2023-08-28T12:00:00-05:00,1651.01,1654.96,1648.76,1649.71,5983.4624,-1798795.619479993
2023-08-28T13:00:00-05:00,1649.71,1652.08,1646.63,1651.98,4351.2355,-1794444.383979993
2023-08-28T14:00:00-05:00,1651.98,1653,1637.88,1646.72,15078.5751,-1809522.959079993
2023-08-28T15:00:00-05:00,1646.73,1648.67,1644.26,1646.96,2810.0119,-1806712.947179993
2023-08-28T16:00:00-05:00,1646.96,1647.81,1644.53,1646.66,3446.9025,-1810159.849679993
2023-08-28T17:00:00-05:00,1646.66,1651.64,1645.59,1650.97,4927.1684,-1805232.681279993
2023-08-28T18:00:00-05:00,1650.98,1657.26,1650.67,1653.08,5603.1719,-1799629.509379993
2023-08-28T19:00:00-05:00,1653.08,1657.39,1652.41,1656.14,6022.2272,-1793607.2821799929
2023-08-28T20:00:00-05:00,1656.15,1662.32,1654.61,1655.36,13318.6332,-1806925.915379993
2023-08-28T21:00:00-05:00,1655.37,1655.79,1651.62,1653.2,4551.3777,-1811477.293079993
2023-08-28T22:00:00-05:00,1653.21,1653.98,1650.75,1652.45,4716.47,-1816193.763079993
2023-08-28T23:00:00-05:00,1652.46,1653.62,1649.86,1650.96,4149.7181,-1820343.481179993
2023-08-29T00:00:00-05:00,1650.97,1651.82,1648.92,1650.55,5461.7614,-1825805.2425799929
2023-08-29T01:00:00-05:00,1650.55,1650.56,1645.41,1646.17,4392.3431,-1830197.5856799928
2023-08-29T02:00:00-05:00,1646.16,1652.85,1644.98,1647.48,26052.3588,-1804145.2268799928
2023-08-29T03:00:00-05:00,1647.48,1647.95,1644.94,1645.44,6787.7566,-1810932.9834799927
2023-08-29T04:00:00-05:00,1645.44,1647.69,1645,1645.89,4086.9654,-1806846.0180799926
2023-08-29T05:00:00-05:00,1645.88,1645.89,1640,1643.57,7299.4732,-1814145.4912799925
2023-08-29T06:00:00-05:00,1643.57,1646.82,1640.38,1642.21,4185.5693,-1818331.0605799926
2023-08-29T07:00:00-05:00,1642.2,1645.84,1640.27,1645.83,5851.5207,-1812479.5398799926
2023-08-29T08:00:00-05:00,1645.83,1649.29,1642.6,1645.32,5154.2295,-1817633.7693799925
2023-08-29T09:00:00-05:00,1645.32,1736.5,1645.31,1721.27,156321.4578,-1661312.3115799925
2023-08-29T10:00:00-05:00,1721.28,1725.73,1710,1714.99,52550.8401,-1713863.1516799924
2023-08-29T11:00:00-05:00,1715,1745.84,1708.91,1734.95,80575.041,-1633288.1106799925
2023-08-29T12:00:00-05:00,1734.96,1744.59,1730.33,1733.88,24312.4759,-1657600.5865799924
2023-08-29T13:00:00-05:00,1733.89,1740.36,1731.5,1735.63,11742.5582,-1645858.0283799923
2023-08-29T14:00:00-05:00,1735.64,1742.11,1732.01,1735.28,22524.6031,-1668382.6314799923
2023-08-29T15:00:00-05:00,1735.28,1742.29,1725.68,1726.36,21420.6045,-1689803.2359799922
2023-08-29T16:00:00-05:00,1726.35,1734.22,1726.35,1732.18,7662.6693,-1682140.5666799922
2023-08-29T17:00:00-05:00,1732.19,1734.83,1727.13,1729.94,5372.4458,-1687513.0124799924
2023-08-29T18:00:00-05:00,1729.95,1731.98,1721.82,1729.42,9857.9824,-1697370.9948799924
2023-08-29T19:00:00-05:00,1729.41,1730.93,1721.68,1722.02,8348.5783,-1705719.5731799924
2023-08-29T20:00:00-05:00,1722.02,1723.02,1713.23,1718.9,12720.8556,-1718440.4287799923
2023-08-29T21:00:00-05:00,1718.89,1720.17,1715.05,1716.65,9000.845,-1727441.2737799922
2023-08-29T22:00:00-05:00,1716.65,1719.7,1712.76,1718.62,7691.76,-1719749.5137799922
2023-08-29T23:00:00-05:00,1718.62,1720.88,1718.25,1719.22,3845.4166,-1715904.0971799921
2023-08-30T00:00:00-05:00,1719.21,1722.2,1717.25,1720.8,4634.194,-1711269.9031799922
2023-08-30T01:00:00-05:00,1720.79,1720.8,1716.36,1717.72,4855.1717,-1716125.0748799923
2023-08-30T02:00:00-05:00,1717.72,1719.34,1716.13,1717.61,5285.3645,-1721410.4393799922
2023-08-30T03:00:00-05:00,1717.6,1720,1715,1719.11,4992.0008,-1716418.4385799922
2023-08-30T04:00:00-05:00,1719.11,1719.12,1711.19,1715.3,9211.6769,-1725630.1154799922
2023-08-30T05:00:00-05:00,1715.31,1720.55,1715.01,1719.78,5519.1354,-1720110.9800799922
2023-08-30T06:00:00-05:00,1719.78,1719.98,1715.9,1716.2,7198.2931,-1727309.273179992
2023-08-30T07:00:00-05:00,1716.2,1720.53,1712.97,1717.75,10938.4854,-1716370.7877799922
2023-08-30T08:00:00-05:00,1717.74,1722.23,1702.59,1718.34,21592.7549,-1694778.0328799922
2023-08-30T09:00:00-05:00,1718.35,1720.16,1694.34,1702.85,29854.1306,-1724632.1634799922
2023-08-30T10:00:00-05:00,1702.84,1708.56,1696.61,1703.61,14437.77,-1710194.3934799922
2023-08-30T11:00:00-05:00,1703.61,1704.48,1695.93,1700.38,11606.4977,-1721800.8911799921
2023-08-30T12:00:00-05:00,1700.37,1704.56,1697.4,1700.9,6119.4207,-1715681.4704799922
2023-08-30T13:00:00-05:00,1700.89,1705.21,1696.93,1704.15,5118.9114,-1710562.5590799921
2023-08-30T14:00:00-05:00,1704.16,1705.02,1701.45,1701.55,4516.3274,-1715078.8864799922
2023-08-30T15:00:00-05:00,1701.56,1706.07,1701.55,1703.83,3890.758,-1711188.1284799923
2023-08-30T16:00:00-05:00,1703.84,1708.34,1702.56,1703.57,4722.3003,-1715910.4287799923
2023-08-30T17:00:00-05:00,1703.56,1706.78,1701.48,1701.48,3155.5086,-1719065.9373799923
2023-08-30T18:00:00-05:00,1701.48,1706.6,1701.27,1705.23,3585.2833,-1715480.6540799923
2023-08-30T19:00:00-05:00,1705.23,1705.23,1700.11,1701.58,3227.1153,-1718707.7693799923
2023-08-30T20:00:00-05:00,1701.59,1702.25,1698.93,1699.55,3972.0424,-1722679.8117799922
2023-08-30T21:00:00-05:00,1699.55,1702,1699.29,1699.97,2748.9263,-1719930.8854799923
2023-08-30T22:00:00-05:00,1699.97,1700.85,1697.29,1699.16,3266.4433,-1723197.3287799922
2023-08-30T23:00:00-05:00,1699.17,1702.95,1699.16,1701.88,3176.7523,-1720020.5764799921
2023-08-31T00:00:00-05:00,1701.87,1704.71,1701.21,1704.04,2809.1418,-1717211.434679992
2023-08-31T01:00:00-05:00,1704.04,1706.68,1702.79,1704.13,3573.8278,-1713637.606879992
2023-08-31T02:00:00-05:00,1704.13,1707.32,1703.84,1706.41,4338.592,-1709299.014879992
2023-08-31T03:00:00-05:00,1706.42,1708.36,1705.13,1706.32,4382.1493,-1713681.164179992
2023-08-31T04:00:00-05:00,1706.32,1706.35,1703.75,1704.14,3595.7424,-1717276.906579992
2023-08-31T05:00:00-05:00,1704.14,1705.27,1704.14,1705.27,2192.8013,-1715084.105279992
2023-08-31T06:00:00-05:00,1705.27,1729,1705.26,1713.7,33579.9852,-1681504.120079992
2023-08-31T07:00:00-05:00,1713.69,1714.08,1703.3,1708.24,13610.7865,-1695114.906579992
2023-08-31T08:00:00-05:00,1708.25,1708.54,1699.03,1704.25,12000.635,-1707115.541579992
2023-08-31T09:00:00-05:00,1704.25,1705.45,1697.14,1705.24,13769.9436,-1693345.597979992
2023-08-31T10:00:00-05:00,1705.25,1705.27,1677.51,1689,31914.3229,-1725259.920879992
2023-08-31T11:00:00-05:00,1689,1689.01,1648.41,1651.06,61637.3259,-1786897.246779992
2023-08-31T12:00:00-05:00,1651.06,1662.07,1643.12,1660.15,32260.2392,-1754637.007579992
2023-08-31T13:00:00-05:00,1660.16,1664.63,1655.43,1657.44,12010.9459,-1766647.953479992
2023-08-31T14:00:00-05:00,1657.44,1658.96,1645,1657.12,21227.0747,-1787875.028179992
2023-08-31T15:00:00-05:00,1657.12,1657.36,1645.81,1649.2,13972.6959,-1801847.724079992
2023-08-31T16:00:00-05:00,1649.2,1650.69,1630,1647.68,32965.8234,-1834813.547479992
2023-08-31T17:00:00-05:00,1647.68,1649.96,1644.52,1649.66,8102.2508,-1826711.296679992
2023-08-31T18:00:00-05:00,1649.66,1649.66,1644.02,1645.76,6182.7036,-1832894.000279992
2023-08-31T19:00:00-05:00,1645.77,1654.53,1645.23,1652.82,6854.5518,-1826039.4484799919
2023-08-31T20:00:00-05:00,1652.83,1653.31,1649.22,1649.34,5957.6535,-1831997.101979992
2023-08-31T21:00:00-05:00,1649.34,1652.88,1649.28,1650.03,4496.6552,-1827500.446779992
2023-08-31T22:00:00-05:00,1650.02,1653.09,1649.02,1652.2,5634.9668,-1821865.479979992
2023-08-31T23:00:00-05:00,1652.21,1653.21,1650.26,1650.3,7072.3568,-1828937.8367799919
2023-09-01T00:00:00-05:00,1650.31,1650.74,1648.44,1648.44,3476.6567,-1832414.4934799918
2023-09-01T01:00:00-05:00,1648.44,1649.71,1644.2,1644.84,6224.9106,-1838639.4040799919
2023-09-01T02:00:00-05:00,1644.84,1646.72,1643.45,1646.26,5069.3648,-1833570.0392799918
2023-09-01T03:00:00-05:00,1646.27,1648.51,1643.35,1644,5313.88,-1838883.9192799916
2023-09-01T04:00:00-05:00,1644,1647.19,1642.22,1645.4,5775.6215,-1833108.2977799918
2023-09-01T05:00:00-05:00,1645.4,1645.86,1641.56,1642.17,3793.1309,-1836901.4286799917
2023-09-01T06:00:00-05:00,1642.16,1648.35,1641.15,1646.89,6912.8404,-1829988.5882799916
2023-09-01T07:00:00-05:00,1646.88,1652.3,1642.41,1647,14690.9879,-1815297.6003799916
2023-09-01T08:00:00-05:00,1646.99,1647.04,1634.66,1645.12,17953.3761,-1833250.9764799916
2023-09-01T09:00:00-05:00,1645.12,1645.51,1622.01,1630.58,32419.2911,-1865670.2675799916
2023-09-01T10:00:00-05:00,1630.58,1641.88,1623.85,1634.86,29432.0515,-1836238.2160799915
2023-09-01T11:00:00-05:00,1634.87,1637.48,1624.38,1625.79,21611.5065,-1857849.7225799914
2023-09-01T12:00:00-05:00,1625.8,1626.34,1602.33,1606.34,53565.8604,-1911415.5829799913
2023-09-01T13:00:00-05:00,1606.34,1628.5,1604.74,1618.78,25127.5062,-1886288.0767799914
2023-09-01T14:00:00-05:00,1618.78,1619.83,1613.33,1619.23,7406.9061,-1878881.1706799914
2023-09-01T15:00:00-05:00,1619.23,1638.09,1616.24,1629.04,19362.757,-1859518.4136799914
2023-09-01T16:00:00-05:00,1629.03,1632.34,1625.1,1629,7104.2434,-1866622.6570799914
2023-09-01T17:00:00-05:00,1629,1629.99,1625.89,1626.69,3278.4292,-1869901.0862799913
2023-09-01T18:00:00-05:00,1626.68,1631.78,1626.1,1629.12,3870.6642,-1866030.4220799913
2023-09-01T19:00:00-05:00,1629.13,1634.42,1628.03,1630.01,4778.383,-1861252.0390799914
2023-09-01T20:00:00-05:00,1630.02,1632.13,1628.51,1629.45,4644.0338,-1865896.0728799915
2023-09-01T21:00:00-05:00,1629.45,1632.99,1628.68,1629.44,6838.557,-1872734.6298799915
2023-09-01T22:00:00-05:00,1629.43,1633.18,1629.43,1632.46,3221.3638,-1869513.2660799916
2023-09-01T23:00:00-05:00,1632.45,1632.98,1630.7,1632.15,3274.5107,-1872787.7767799916
2023-09-02T00:00:00-05:00,1632.16,1636.56,1631.32,1633.57,5232.1728,-1867555.6039799915
2023-09-02T01:00:00-05:00,1633.58,1634.9,1630.31,1630.68,3140.7004,-1870696.3043799915
2023-09-02T02:00:00-05:00,1630.69,1632.38,1630.22,1631.7,2337.087,-1868359.2173799914
2023-09-02T03:00:00-05:00,1631.7,1633.04,1630.18,1631.03,3582.0293,-1871941.2466799915
2023-09-02T04:00:00-05:00,1631.02,1634.91,1630.19,1633.73,4507.1729,-1867434.0737799916
2023-09-02T05:00:00-05:00,1633.74,1636.52,1632.96,1634.27,3754.4664,-1863679.6073799916
2023-09-02T06:00:00-05:00,1634.26,1636.95,1633.44,1634.66,4696.7386,-1858982.8687799915
2023-09-02T07:00:00-05:00,1634.67,1635.68,1633.33,1634.93,3328.3344,-1855654.5343799915
2023-09-02T08:00:00-05:00,1634.93,1639.58,1633.47,1636.48,7206.4284,-1848448.1059799914
2023-09-02T09:00:00-05:00,1636.49,1639.8,1635.24,1637.77,5576.3092,-1842871.7967799914
2023-09-02T10:00:00-05:00,1637.77,1645,1637.21,1638.79,9124.8626,-1833746.9341799913
2023-09-02T11:00:00-05:00,1638.8,1640.81,1635.19,1635.99,3951.4372,-1837698.3713799913
2023-09-02T12:00:00-05:00,1635.99,1638.4,1632.36,1633.03,5155.6979,-1842854.0692799913
2023-09-02T13:00:00-05:00,1633.02,1634.27,1628.21,1631.8,5834.0488,-1848688.1180799913
2023-09-02T14:00:00-05:00,1631.79,1635.02,1630.86,1633.61,2672.2649,-1846015.8531799912
2023-09-02T15:00:00-05:00,1633.61,1634.93,1632.94,1634.19,1910.3886,-1844105.4645799913
2023-09-02T16:00:00-05:00,1634.19,1639.67,1633.76,1636.12,4173.6001,-1839931.8644799914
2023-09-02T17:00:00-05:00,1636.12,1637.42,1635.55,1636.82,1814.9162,-1838116.9482799913
2023-09-02T18:00:00-05:00,1636.82,1638.99,1636.08,1637.03,1390.4436,-1836726.5046799912
2023-09-02T19:00:00-05:00,1637.02,1637.38,1632,1635.19,4345.042,-1841071.546679991
2023-09-02T20:00:00-05:00,1635.18,1636.38,1633.05,1633.59,2991.8274,-1844063.3740799911
2023-09-02T21:00:00-05:00,1633.59,1634.96,1631.72,1634.45,2097.2155,-1841966.1585799912
2023-09-02T22:00:00-05:00,1634.45,1636.19,1633.68,1636.18,1563.7485,-1840402.4100799912
2023-09-02T23:00:00-05:00,1636.19,1636.52,1634.78,1635.36,1747.4779,-1842149.8879799913
2023-09-03T00:00:00-05:00,1635.36,1637.42,1634.47,1636.1,1744.128,-1840405.7599799912
2023-09-03T01:00:00-05:00,1636.11,1639.2,1635.85,1636.28,3404.1977,-1837001.5622799913
2023-09-03T02:00:00-05:00,1636.28,1636.37,1634.01,1635.59,3330.2337,-1840331.7959799913
2023-09-03T03:00:00-05:00,1635.58,1636.09,1631.06,1632.1,6051.2258,-1846383.0217799912
2023-09-03T04:00:00-05:00,1632.11,1634.5,1631.74,1633.22,2093.4811,-1844289.5406799912
2023-09-03T05:00:00-05:00,1633.22,1634.57,1632.16,1634.57,2564.0949,-1841725.4457799913
2023-09-03T06:00:00-05:00,1634.56,1634.81,1633.2,1634.39,1872.5439,-1843597.9896799913
2023-09-03T07:00:00-05:00,1634.38,1641.08,1631.2,1632.28,12444.467,-1856042.4566799912
2023-09-03T08:00:00-05:00,1632.27,1636.59,1628.17,1634,8314.9444,-1847727.5122799913
2023-09-03T09:00:00-05:00,1634.01,1638.4,1633.49,1636.13,3940.0131,-1843787.4991799912
2023-09-03T10:00:00-05:00,1636.13,1636.3,1631.4,1633.15,4462.5441,-1848250.0432799913
2023-09-03T11:00:00-05:00,1633.14,1634.68,1625.14,1627.92,9229.0382,-1857479.0814799913
2023-09-03T12:00:00-05:00,1627.92,1632.26,1627.09,1631.36,3514.8417,-1853964.2397799913
2023-09-03T13:00:00-05:00,1631.36,1643.36,1631.02,1636.85,13954.0477,-1840010.1920799913
2023-09-03T14:00:00-05:00,1636.84,1640.5,1635.7,1639.01,4680.3039,-1835329.8881799914
